年份,排名,企业估值,企业信息,CEO,行业
2023,No.157,￥ 685 亿,研华,刘克振,电子设备
2023,No.157,￥ 685 亿,三六零,周鸿祎,网络信息服务
2023,No.157,￥ 685 亿,澜起科技,杨崇和,芯片
2023,No.160,￥ 680 亿,智邦科技,林明蓉,通信设备
2023,No.160,￥ 680 亿,联咏科技,何泰舜,半导体
2023,No.162,￥ 670 亿,得物,杨冰,电子商务
2023,No.162,￥ 670 亿,中国生物制药,谢其润,生物医药
2023,No.164,￥ 665 亿,合盛硅业,罗立国,工业硅
2023,No.164,￥ 665 亿,华南金融控股,张云鹏,金融服务
2023,No.166,￥ 660 亿,信达生物,俞德超,医药
2023,No.166,￥ 660 亿,恩捷股份,李晓明,包装盒生产
2023,No.166,￥ 660 亿,歌尔股份,姜滨,声学及多媒体产品
2023,No.166,￥ 660 亿,华硕电脑,施崇棠,电子设备
2023,No.170,￥ 650 亿,万达商管,王健林,房地产、投资
2023,No.170,￥ 650 亿,纬创资通,林宪铭,电子设备制造
2023,No.170,￥ 650 亿,蜜雪冰城,张红超,餐饮
2023,No.173,￥ 645 亿,中国宏桥,张波,氧化铝
2023,No.174,￥ 640 亿,闻泰科技,张学政,半导体
2023,No.174,￥ 640 亿,华友钴业,陈雪华,有色金属
2023,No.174,￥ 640 亿,大立光电,林恩舟,电子设备
2023,No.174,￥ 640 亿,恒生电子,刘曙峰,金融科技
2023,No.174,￥ 640 亿,中租控股,陈凤龙,金融
2023,No.174,￥ 640 亿,新奥能源,王玉锁,天然气、能源化工
2023,No.180,￥ 635 亿,寒武纪,陈天石,人工智能芯片
2023,No.181,￥ 630 亿,海航控股,丁拥政,航空运输
2023,No.181,￥ 630 亿,瑞幸咖啡,郭谨一,新零售
2023,No.181,￥ 630 亿,统一超商,罗智先,零售
2023,No.181,￥ 630 亿,富途控股,李华,金融科技
2023,No.181,￥ 630 亿,长春,林书鸿,化工
2023,No.186,￥ 625 亿,万泰生物药业,邱子欣,生物医药
2023,No.187,￥ 620 亿,唯品会,沈亚,电子商务
2023,No.187,￥ 620 亿,卓越集团,李华,房地产
2023,No.189,￥ 610 亿,用友网络,王文京,应用软件开发
2023,No.189,￥ 610 亿,名创优品,叶国富,新零售
2023,No.189,￥ 610 亿,晶盛机电,曹建伟,机电制造
2023,No.189,￥ 610 亿,李宁,李宁,体育用品
2023,No.193,￥ 605 亿,光宝科技,宋明峰,电脑设备
2023,No.194,￥ 600 亿,嘉立创,袁江涛,半导体
2023,No.194,￥ 600 亿,世纪金源,黄涛,房地产、投资
2023,No.194,￥ 600 亿,蜂巢能源,杨红新,新能源电池
2023,No.194,￥ 600 亿,福莱特,阮洪良,玻璃
2023,No.194,￥ 600 亿,汇能煤电集团,郭金树,煤炭、路桥、房地产
2023,No.199,￥ 595 亿,东方雨虹,李卫国,防水材料
2023,No.200,￥ 590 亿,三环集团,李钢,电子元件
2023,No.200,￥ 590 亿,康龙化成,楼柏良,生物医药
2023,No.200,￥ 590 亿,华勤技术,邱文生,消费电子
2023,No.203,￥ 585 亿,远传电信,徐旭东,通信服务
2023,No.203,￥ 585 亿,华利集团,张聪渊,鞋业
2023,No.205,￥ 580 亿,富华国际集团,陈丽华,房地产、紫檀博物馆
2023,No.205,￥ 580 亿,迎驾贡酒,倪永培,白酒
2023,No.207,￥ 575 亿,九龙仓集团,吴天海,房地产
2023,No.208,￥ 570 亿,泰格医药,叶小平,医药
2023,No.208,￥ 570 亿,台湾水泥,张安平,水泥工业
2023,No.210,￥ 565 亿,万洲国际,万隆,食品和饮料
2023,No.211,￥ 560 亿,满帮集团,张晖,物流
2023,No.211,￥ 560 亿,日照钢铁,杜双华,钢铁
2023,No.211,￥ 560 亿,伊泰集团,张东海,煤炭
2023,No.214,￥ 555 亿,长荣海运,张衍义,海运
2023,No.214,￥ 555 亿,阿特斯,瞿晓铧,光伏设备
2023,No.216,￥ 545 亿,凯莱英,洪浩,生物医药
2023,No.216,￥ 545 亿,康师傅控股,魏宏名,食品和饮料
2023,No.216,￥ 545 亿,天赐材料,徐金富,化学原料制品
2023,No.216,￥ 545 亿,卫星化学,杨卫东,化工
2023,No.220,￥ 540 亿,娃哈哈,宗馥莉,饮料
2023,No.221,￥ 535 亿,欣兴电子,曾子章,电子元件
2023,No.222,￥ 530 亿,三七互娱,李卫伟,网络游戏
2023,No.222,￥ 530 亿,新产业,饶微,体外诊断
2023,No.224,￥ 525 亿,春秋航空,王煜,航空运输
2023,No.224,￥ 525 亿,国巨,陈泰铭,电子元件
2023,No.224,￥ 525 亿,永丰金融控股,陈思宽,金融服务
2023,No.224,￥ 525 亿,欧派家居,姚良松,橱柜
2023,No.228,￥ 520 亿,世芯电子,关建英,集成电路
2023,No.229,￥ 515 亿,盛美上海,王晖,半导体
2023,No.229,￥ 515 亿,车好多,杨浩涌,汽车交易
2023,No.229,￥ 515 亿,新和成,胡柏藩,医药
2023,No.229,￥ 515 亿,中国旺旺,蔡衍明,食品和饮料
2023,No.229,￥ 515 亿,新奥股份,王玉锁,天然气、能源化工
2023,No.234,￥ 510 亿,创意电子,曾繁城,集成电路
2023,No.234,￥ 510 亿,广汇集团,韩士发,汽车销售、能源、房地产
2023,No.234,￥ 510 亿,正泰集团,南存辉,工业电器、投资
2023,No.234,￥ 510 亿,台新金融控股,吴东亮,金融服务
2023,No.238,￥ 505 亿,格科微,赵立新,CMOS图像传感器
2023,No.238,￥ 505 亿,福斯特,林建华,光伏材料
2023,No.238,￥ 505 亿,璞泰来,梁丰,锂电池材料
2023,No.241,￥ 495 亿,中天科技,薛济萍,电缆
2023,No.241,￥ 495 亿,上海莱士,徐俊,生物医药
2023,No.241,￥ 495 亿,上海商业储蓄银行,李庆言,金融
2023,No.244,￥ 490 亿,亚德客,王世忠,机械设备
2023,No.245,￥ 485 亿,商汤科技,徐立,人工智能
2023,No.245,￥ 485 亿,瑞昱半导体,邱顺建,半导体
2023,No.245,￥ 485 亿,和硕,童子贤,电脑设备
2023,No.245,￥ 485 亿,领益智造,曾芳勤,消费电子精密件
2023,No.249,￥ 480 亿,BOSS直聘,赵鹏,招聘网站
2023,No.249,￥ 480 亿,万得资讯,陆风,金融数据服务
2023,No.249,￥ 480 亿,兴盛优选,岳立华,新零售
2023,No.249,￥ 480 亿,微医,廖杰远,健康科技
2023,No.253,￥ 475 亿,南亚科技,吴嘉昭,半导体
2023,No.253,￥ 475 亿,恒隆地产,陈启宗,房地产
2023,No.255,￥ 470 亿,圆通速递,喻会蛟,物流
2023,No.256,￥ 465 亿,元太科技,李政昊,电子元件
2023,No.256,￥ 465 亿,中升集团,黄毅,汽车销售
2023,No.256,￥ 465 亿,金斯瑞生物科技,孟建革,生物医药
2023,No.259,￥ 460 亿,苏商建设,严昕,基础建设
2023,No.259,￥ 460 亿,新希望,刘畅,农业、房地产、金融
2023,No.261,￥ 450 亿,58同城,姚劲波,生活服务
2023,No.261,￥ 450 亿,润泽科技,周超男,数据服务
2023,No.261,￥ 450 亿,小马智行,彭军,人工智能
2023,No.261,￥ 450 亿,哔哩哔哩,陈睿,视频弹幕网站
2023,No.261,￥ 450 亿,中华开发金融,黄思国,保险
2023,No.266,￥ 445 亿,软通动力,刘天文,软件与信息服务
2023,No.266,￥ 445 亿,东莞农商银行,王耀球,金融服务
2023,No.266,￥ 445 亿,好未来,张邦鑫,教育
2023,No.269,￥ 440 亿,世纪华通,王佶,网络游戏
2023,No.269,￥ 440 亿,先导智能,王燕清,新能源设备
2023,No.269,￥ 440 亿,信义光能,李贤义,太阳能玻璃
2023,No.269,￥ 440 亿,亿利资源,王文彪,光伏、治沙
2023,No.273,￥ 435 亿,亿联网络,陈智松,通信
2023,No.273,￥ 435 亿,阳光保险,张维功,保险
2023,No.275,￥ 430 亿,江波龙,蔡华波,半导体
2023,No.275,￥ 430 亿,昆仑万维,方汉,互联网游戏、投资
2023,No.275,￥ 430 亿,华兰生物,安康,生物医药
2023,No.275,￥ 430 亿,剑南春,乔天明,白酒
2023,No.275,￥ 430 亿,立白科技集团,陈凯旋,日化用品
2023,No.275,￥ 430 亿,龙佰集团,和奔流,钛白粉
2023,No.275,￥ 430 亿,雅迪控股,董经贵,电动车
2023,No.282,￥ 425 亿,力旺电子,徐清祥,半导体
2023,No.282,￥ 425 亿,国轩高科,李缜,新能源设备
2023,No.284,￥ 420 亿,圣邦股份,张世龙,半导体
2023,No.284,￥ 420 亿,中国飞鹤,冷友斌,乳制品
2023,No.286,￥ 415 亿,ESR,Jeffrey David Perlman,物流地产
2023,No.286,￥ 415 亿,沪电股份,吴礼淦,印制电路板
2023,No.286,￥ 415 亿,丰泰企业,王建弘,运动用品
2023,No.286,￥ 415 亿,珀莱雅,侯军呈,化妆品
2023,No.290,￥ 405 亿,中科创达,赵鸿飞,智能终端操作系统
2023,No.290,￥ 405 亿,Animoca Brands,萧逸,游戏
2023,No.290,￥ 405 亿,星宇股份,周晓萍,汽车灯具
2023,No.293,￥ 400 亿,金蝶国际,徐少春,应用软件开发
2023,No.293,￥ 400 亿,金山软件,雷军,应用软件开发
2023,No.293,￥ 400 亿,美腕,戚振波,电子商务
2023,No.293,￥ 400 亿,星河控股集团,黄楚龙,房地产、投资
2023,No.293,￥ 400 亿,科伦药业,刘革新,制药、医药流通
2023,No.293,￥ 400 亿,石头科技,昌敬,智能机器人
2023,No.299,￥ 395 亿,景嘉微,曾万辉,电子元件
2023,No.299,￥ 395 亿,纳思达,汪东颖,打印设备
2023,No.299,￥ 395 亿,红狮控股,章小华,水泥
2023,No.302,￥ 390 亿,龙芯中科,胡伟武,半导体
2023,No.302,￥ 390 亿,藏格矿业,肖宁,化工
2023,No.302,￥ 390 亿,沃森生物,李云春,生物制药
2023,No.305,￥ 385 亿,益丰药房,高毅,医药零售
2023,No.305,￥ 385 亿,建龙重工集团,张志祥,钢铁、矿业、船运
2023,No.305,￥ 385 亿,百利天恒,朱义,医药
2023,No.305,￥ 385 亿,人福医药,李杰,医药
2023,No.305,￥ 385 亿,以岭药业,吴相君,医药
2023,No.305,￥ 385 亿,华林证券,林立,金融、投资
2023,No.305,￥ 385 亿,滔搏,于武,服装零售
2023,No.305,￥ 385 亿,零跑汽车,朱江明,汽车制造
2023,No.313,￥ 380 亿,思摩尔国际,陈志平,电子雾化器
2023,No.315,￥ 375 亿,深信服,何朝曦,应用软件服务
2023,No.315,￥ 375 亿,君正集成电路,刘强,集成电路
2023,No.315,￥ 375 亿,敬业集团,李赶坡,钢铁
2023,No.315,￥ 375 亿,思源电气,董增平,输变电设备
2023,No.315,￥ 375 亿,信义玻璃,李贤义,玻璃
2023,No.315,￥ 375 亿,华熙生物,赵燕,生物医药
2023,No.315,￥ 375 亿,中国燃气,刘明辉,燃气
2023,No.315,￥ 375 亿,远东新世纪,徐旭东,纺织，投资
2023,No.323,￥ 370 亿,长荣航空,林宝水,运输
2023,No.323,￥ 370 亿,士兰微,陈向东,半导体
2023,No.323,￥ 370 亿,安克创新,阳萌,电子商务
2023,No.323,￥ 370 亿,欧菲光,蔡荣军,光电子元器件
2023,No.323,￥ 370 亿,君实生物,熊俊,生物医药
2023,No.323,￥ 370 亿,康方生物,夏瑜,生物制药
2023,No.323,￥ 370 亿,舍得酒业,蒲吉洲,白酒
2023,No.323,￥ 370 亿,路特斯,冯擎峰,汽车及汽车零部件
2023,No.331,￥ 365 亿,新世界发展,郑家纯,房地产
2023,No.331,￥ 365 亿,爱奇艺,何俊杰,影视娱乐
2023,No.331,￥ 365 亿,中伟股份,邓伟明,锂电池材料
2023,No.331,￥ 365 亿,港灯,霍建宁,电力公用事业
2023,No.331,￥ 365 亿,儒鸿,洪镇海,服装
2023,No.336,￥ 360 亿,复星国际,郭广昌,投资
2023,No.336,￥ 360 亿,信立泰,叶宇翔,生物医药
2023,No.336,￥ 360 亿,修正药业,修涞贵,医药
2023,No.336,￥ 360 亿,珍酒李渡,吴向东,白酒
2023,No.336,￥ 360 亿,国金证券,冉云,金融服务
2023,No.336,￥ 360 亿,爱旭股份,陈刚,太阳能
2023,No.336,￥ 360 亿,三一重能,周福贵,新能源
2023,No.336,￥ 360 亿,晨光文具,陈湖文,文具用品制造
2023,No.344,￥ 355 亿,迈为股份,周剑,智能制造装备
2023,No.344,￥ 355 亿,华峰化学,杨从登,化工、铝业、投资
2023,No.344,￥ 355 亿,赛轮轮胎,刘燕华,轮胎
2023,No.347,￥ 350 亿,wifi万能钥匙,郭忠祥,移动互联网
2023,No.347,￥ 350 亿,中控技术,崔山,工控设备
2023,No.347,￥ 350 亿,华新丽华,焦佑伦,电气设备
2023,No.347,￥ 350 亿,汇顶科技,张帆,半导体芯片
2023,No.347,￥ 350 亿,融捷集团,吕向阳,投资
2023,No.347,￥ 350 亿,华大智能制造,汪健,基因检测
2023,No.347,￥ 350 亿,华厦眼科,苏庆灿,医疗服务
2023,No.347,￥ 350 亿,安井食品,刘鸣鸣,食品和饮料
2023,No.347,￥ 350 亿,英业达,叶力诚,电脑产品
2023,No.356,￥ 345 亿,广联达,袁正刚,应用软件开发
2023,No.356,￥ 345 亿,文远知行,韩旭,人工智能
2023,No.356,￥ 345 亿,尖沙咀置业,黄志祥,房地产
2023,No.356,￥ 345 亿,高德红外,黄立,电子元件
2023,No.356,￥ 345 亿,喜茶,聂云宸,餐饮
2023,No.356,￥ 345 亿,正新橡胶,陈荣华,轮胎制造
2023,No.362,￥ 340 亿,奇安信,齐向东,网络安全
2023,No.362,￥ 340 亿,石英股份,陈士斌,石英制品
2023,No.362,￥ 340 亿,康泰生物,杜伟民,生物医药
2023,No.362,￥ 340 亿,威高股份,龙经,医疗器械
2023,No.362,￥ 340 亿,恒逸集团,邱建林,化工
2023,No.362,￥ 340 亿,君正集团,张海生,化工
2023,No.362,￥ 340 亿,新宙邦,覃九三,电池化学品
2023,No.369,￥ 335 亿,柏楚电子,唐晔,电子元件
2023,No.369,￥ 335 亿,硅力杰,陈伟,半导体
2023,No.369,￥ 335 亿,太阳纸业,李洪信,纸业
2023,No.369,￥ 335 亿,亨通集团,崔根良,电缆
2023,No.369,￥ 335 亿,明阳智能,张传卫,新能源设备
2023,No.369,￥ 335 亿,济民可信,李义海,医药
2023,No.369,￥ 335 亿,巨子生物,严建亚,生物制药
2023,No.369,￥ 335 亿,桐昆股份,陈蕾,化工
2023,No.377,￥ 330 亿,技嘉科技,叶培城,电脑设备
2023,No.377,￥ 330 亿,斯达半导,沈华,半导体
2023,No.377,￥ 330 亿,东山精密,袁永刚,精密铸件
2023,No.377,￥ 330 亿,波司登,高德康,服装
2023,No.377,￥ 330 亿,亚洲水泥,徐旭东,水泥工业
2023,No.382,￥ 325 亿,通富微电,石明达,半导体
2023,No.382,￥ 325 亿,德业股份,张和君,家电部件制造
2023,No.382,￥ 325 亿,乐普医疗,蒲忠杰,医疗器械
2023,No.382,￥ 325 亿,鱼跃医疗,吴群,医疗设备
2023,No.382,￥ 325 亿,杉杉股份,郑驹,锂电池、服装、投资
2023,No.382,￥ 325 亿,视源电子科技,王洋,消费电子
2023,No.382,￥ 325 亿,微星科技,徐祥,电脑产品
2023,No.382,￥ 325 亿,伯特利,袁永彬,汽车零部件
2023,No.390,￥ 320 亿,天孚通信,邹支农,通信技术
2023,No.390,￥ 320 亿,大华集团,金惠明,房地产
2023,No.390,￥ 320 亿,台光电子,董定宇,电子组件
2023,No.390,￥ 320 亿,金域医学,梁耀铭,医疗数据服务
2023,No.390,￥ 320 亿,贝泰妮,郭振宇,护肤品
2023,No.390,￥ 320 亿,光启技术,刘若鹏,超材料
2023,No.396,￥ 315 亿,东方电缆,夏崇耀,电缆
2023,No.396,￥ 315 亿,协鑫科技,朱共山,光伏材料
2023,No.396,￥ 315 亿,康哲药业,林刚,医药
2023,No.396,￥ 315 亿,汤臣倍健,梁允超,保健品
2023,No.396,￥ 315 亿,新光金融控股,许澎,金融
2023,No.396,￥ 315 亿,美锦能源,姚锦龙,煤炭
2023,No.396,￥ 315 亿,天能股份,张天任,新能源电池
2023,No.396,￥ 315 亿,欣旺达,王威,电子部件
2023,No.396,￥ 315 亿,顾家家居,顾江生,家具
2023,No.396,￥ 315 亿,海澜之家,周立宸,服装、投资
2023,No.396,￥ 315 亿,雅戈尔,李如成,服装、房地产、投资
2023,No.407,￥ 310 亿,海丰国际,杨绍鹏,海运
2023,No.407,￥ 310 亿,扬子江船业,任乐天,造船及海洋工程制造
2023,No.407,￥ 310 亿,鸣志电器,常建鸣,控制电机
2023,No.407,￥ 310 亿,同程旅行,吴志祥、梁建章,互联网旅游服务
2023,No.407,￥ 310 亿,荣昌生物,王威东,生物医药
2023,No.407,￥ 310 亿,伟明环保,项光明,固废发电
2023,No.407,￥ 310 亿,永泰能源,王广西,煤炭
2023,No.407,￥ 310 亿,格林美,许开华,废弃资源综合利用、新能源
2023,No.407,￥ 310 亿,海信视像,于芝涛,家用电器
2023,No.407,￥ 310 亿,优必选,周剑,机器人
2023,No.407,￥ 310 亿,三棵树,洪杰,化工
2023,No.418,￥ 305 亿,吉祥航空,王均金,航空运输
2023,No.418,￥ 305 亿,万海航运,陈柏廷,运输
2023,No.418,￥ 305 亿,新易盛,高光荣,通信设备
2023,No.418,￥ 305 亿,石基信息,李仲初,应用软件开发
2023,No.418,￥ 305 亿,翱捷科技,戴保家,半导体
2023,No.418,￥ 305 亿,佰维存储,孙成思,半导体
2023,No.418,￥ 305 亿,芯原股份,戴伟民,半导体
2023,No.418,￥ 305 亿,宏发股份,郭满金,工业电器、投资
2023,No.418,￥ 305 亿,杰瑞股份,李慧涛,机械设备
2023,No.418,￥ 305 亿,凯赛生物,刘修才,生物医药
2023,No.418,￥ 305 亿,恒安国际,施文博,个人护理用品
2023,No.418,￥ 305 亿,仁宝电脑,许胜雄,电脑设备
2023,No.418,￥ 305 亿,五江轻化,肖安江,钛合金、保温容器
2023,No.431,￥ 300 亿,华天科技,肖胜利,半导体
2023,No.431,￥ 300 亿,自如,熊林,房地产服务
2023,No.431,￥ 300 亿,新瑞鹏,彭永鹤,宠物医院
2023,No.431,￥ 300 亿,养元饮品,姚奎章,饮料
2023,No.431,￥ 300 亿,众安在线,欧亚平,保险
2023,No.431,￥ 300 亿,海信家电,代慧忠,家用电器
2023,No.431,￥ 300 亿,雅克科技,沈琦,化工
2023,No.431,￥ 300 亿,中国宝安集团,陈政立,新材料
2023,No.431,￥ 300 亿,万达控股,尚吉永,轮胎、化工
2023,No.440,￥ 295 亿,瑞芯微,励民,半导体
2023,No.440,￥ 295 亿,泡泡玛特,王宁,玩具
2023,No.440,￥ 295 亿,天山铝业,曾超林,铝
2023,No.440,￥ 295 亿,海天国际,张剑鸣,注塑机
2023,No.440,￥ 295 亿,大参林医药集团,柯云峰,医药零售
2023,No.440,￥ 295 亿,口子窖,徐进,白酒
2023,No.440,￥ 295 亿,科博达,柯桂华,汽车电子产品
2023,No.440,￥ 295 亿,玲珑轮胎,王锋,轮胎
2023,No.440,￥ 295 亿,大北农,邵根伙,饲料
2023,No.449,￥ 290 亿,前程无忧,赵晓慧,人力资源服务
2023,No.449,￥ 290 亿,嘉晨,孙寿宽,钢铁、耐火材料、煤化工
2023,No.449,￥ 290 亿,可成科技,洪水树,电脑设备
2023,No.449,￥ 290 亿,宋城集团,张娴,旅游、房地产
2023,No.449,￥ 290 亿,海吉亚医疗,朱义文,肿瘤检测
2023,No.449,￥ 290 亿,圆心科技,何涛,健康科技
2023,No.449,￥ 290 亿,锦浪科技,王一鸣,光伏材料
2023,No.449,￥ 290 亿,欣旺达动力,王明旺,新能源电池
2023,No.449,￥ 290 亿,龙盛集团,阮伟祥,化工、钢铁
2023,No.449,￥ 290 亿,宇通客车,汤玉祥,客车制造
2023,No.459,￥ 285 亿,电讯盈科,李泽楷,电信服务
2023,No.459,￥ 285 亿,友达光电,彭双浪,电子元件
2023,No.459,￥ 285 亿,九州通,刘长云,医药流通
2023,No.459,￥ 285 亿,晶晨股份,钟培峰,半导体
2023,No.459,￥ 285 亿,旭隼科技,谢卓明,电气设备
2023,No.459,￥ 285 亿,研祥集团,陈志列,特种计算机
2023,No.459,￥ 285 亿,华测检测,万峰,病理检测
2023,No.459,￥ 285 亿,通策医疗,吕建明,医疗服务
2023,No.467,￥ 280 亿,唯捷创芯,荣秀丽,半导体
2023,No.467,￥ 280 亿,中矿资源,王平卫,有色金属
2023,No.467,￥ 280 亿,永钢,吴耀芳,钢铁
2023,No.467,￥ 280 亿,丽珠集团,朱保国,中成药
2023,No.467,￥ 280 亿,百润股份,刘晓东,饮料
